이름, 몸무게, 키, BMI, 결과
진진,  96,  195, 25.246548323471398, 과체중
건민,  97,  150, 43.11111111111111, 과체중
채은,  68,  159, 26.89767018709703, 과체중
채상,  42,  160, 16.40625, 저체중
진철,  45,  193, 12.080861231173992, 저체중
섭민,  64,  167, 22.948115744558788, 정상 체중
섭욱,  54,  166, 19.5964581216432, 정상 체중
수경,  63,  184, 18.608223062381853, 정상 체중
섭철,  88,  161, 33.94930751128429, 과체중
상민,  75,  183, 22.39541341933172, 정상 체중
철상,  87,  162, 33.150434385002285, 과체중
철섭,  70,  155, 29.136316337148802, 과체중
민은,  51,  183, 15.22888112514557, 저체중
경섭,  77,  186, 22.256908313099782, 정상 체중
민상,  80,  153, 34.17488999957281, 과체중
진섭,  54,  180, 16.666666666666668, 저체중
철진,  53,  176, 17.110020661157023, 저체중
채은,  99,  159, 39.15984336062656, 과체중
건채,  46,  153, 19.650561749754367, 정상 체중
민건,  92,  154, 38.792376454714116, 과체중
은수,  59,  164, 21.936347412254612, 정상 체중
수상,  40,  153, 17.087444999786406, 저체중
채건,  97,  154, 40.90065778377467, 과체중
섭예,  78,  158, 31.24499278961705, 과체중
은민,  98,  167, 35.13930223385564, 과체중
수채,  92,  186, 26.592669672794543, 과체중
철채,  47,  193, 12.617788397003945, 저체중
상수,  82,  171, 28.042816593139772, 과체중
민건,  81,  164, 30.116002379535992, 과체중
민예,  47,  172, 15.886965927528394, 저체중
상욱,  91,  177, 29.04657027035654, 과체중
경섭,  96,  162, 36.579789666209415, 과체중
상예,  87,  158, 34.850184265342094, 과체중
섭진,  80,  174, 26.42356982428326, 과체중
섭수,  47,  164, 17.47471743010113, 저체중
민경,  50,  185, 14.609203798392988, 저체중
예상,  41,  195, 10.782380013149243, 저체중
건은,  77,  155, 32.049947970863684, 과체중
은민,  97,  151, 42.54199377220298, 과체중
경상,  58,  184, 17.131379962192817, 저체중
민채,  70,  159, 27.688778133776356, 과체중
욱진,  94,  154, 39.63568898633834, 과체중
섭섭,  87,  181, 26.555965935105768, 과체중
욱진,  41,  194, 10.893825061111702, 저체중
섭민,  62,  173, 20.71569380868054, 정상 체중
건철,  41,  199, 10.353273907224565, 저체중
채경,  62,  177, 19.789970953429727, 정상 체중
철진,  80,  188, 22.634676324128563, 정상 체중
건은,  60,  157, 24.34175828634022, 정상 체중
상섭,  65,  196, 16.92003331945023, 저체중
진철,  73,  174, 24.111507464658473, 정상 체중
섭경,  89,  177, 28.408184110568484, 과체중
철욱,  92,  157, 37.32402937238833, 과체중
상민,  44,  173, 14.701460122289419, 저체중
수건,  86,  168, 30.470521541950117, 과체중
경철,  97,  165, 35.62901744719927, 과체중
진욱,  87,  167, 31.1950948402596, 과체중
예철,  95,  199, 23.989293199666676, 정상 체중
민건,  62,  199, 15.65617029872983, 저체중
채진,  63,  161, 24.304617877396705, 정상 체중
민민,  58,  189, 16.23694745387867, 저체중
철민,  60,  160, 23.4375, 정상 체중
예건,  76,  177, 24.25867407194612, 정상 체중
민은,  59,  175, 19.26530612244898, 정상 체중
민예,  55,  156, 22.60026298487837, 정상 체중
섭경,  70,  162, 26.6727632982777, 과체중
욱진,  98,  188, 27.727478497057493, 과체중
예욱,  94,  165, 34.52708907254362, 과체중
은예,  42,  161, 16.203078584931138, 저체중
철채,  93,  162, 35.436671239140374, 과체중
수경,  78,  161, 30.091431657729256, 과체중
은수,  92,  178, 29.036737785633125, 과체중
수채,  65,  162, 24.767565919829295, 정상 체중
섭진,  84,  192, 22.786458333333336, 정상 체중
민건,  79,  169, 27.66009593501628, 과체중
예욱,  62,  150, 27.555555555555554, 과체중
진예,  78,  166, 28.30599506459573, 과체중
민건,  66,  164, 24.53896490184414, 정상 체중
예욱,  88,  175, 28.73469387755102, 과체중
철경,  84,  174, 27.744748315497425, 과체중
수은,  93,  169, 32.561885088057146, 과체중
예욱,  47,  175, 15.346938775510203, 저체중
건예,  52,  180, 16.049382716049383, 저체중
건채,  87,  194, 23.11616537357849, 정상 체중
섭진,  95,  199, 23.989293199666676, 정상 체중
건철,  42,  151, 18.420244726108503, 저체중
섭은,  91,  191, 24.94449165318933, 정상 체중
채예,  85,  157, 34.484157572315304, 과체중
경수,  60,  183, 17.916330735465376, 저체중
민수,  66,  153, 28.19428424964757, 과체중
건상,  66,  186, 19.077349982656955, 정상 체중
채건,  45,  153, 19.223375624759708, 정상 체중
건철,  87,  184, 25.697069943289222, 과체중
은경,  44,  163, 16.560653393052053, 저체중
진은,  48,  156, 19.723865877712033, 정상 체중
진채,  84,  151, 36.84048945221701, 과체중
민섭,  61,  182, 18.415650283782153, 저체중
수섭,  88,  177, 28.088991030674453, 과체중
욱채,  51,  199, 12.878462665084214, 저체중
철예,  94,  168, 33.30498866213152, 과체중
수은,  77,  188, 21.785875961973744, 정상 체중
예예,  46,  158, 18.426534209261337, 저체중
민경,  72,  197, 18.552397639722745, 정상 체중
진욱,  95,  179, 29.649511563309513, 과체중
철욱,  66,  177, 21.06674327300584, 정상 체중
건철,  74,  174, 24.441802087462015, 정상 체중
은섭,  87,  165, 31.955922865013775, 과체중
욱예,  83,  165, 30.48668503213958, 과체중
건섭,  50,  172, 16.901027582477013, 저체중
은욱,  82,  180, 25.308641975308642, 과체중
예예,  81,  195, 21.301775147928993, 정상 체중
예민,  80,  155, 33.29864724245578, 과체중
채진,  88,  169, 30.811246104828264, 과체중
상섭,  75,  193, 20.13476871862332, 정상 체중
민섭,  74,  177, 23.620287912158062, 정상 체중
철욱,  80,  156, 32.87310979618672, 과체중
철민,  54,  184, 15.949905482041588, 저체중
건철,  81,  187, 23.16337327347079, 정상 체중
민은,  74,  192, 20.07378472222222, 정상 체중
진건,  76,  179, 23.719609250647608, 정상 체중
욱예,  42,  159, 16.61326688026581, 저체중
철철,  95,  194, 25.241789775746625, 과체중
건채,  62,  188, 17.541874151199636, 저체중
예수,  42,  150, 18.666666666666668, 정상 체중
상진,  92,  164, 34.20582986317668, 과체중
민채,  58,  176, 18.72417355371901, 정상 체중
민상,  88,  185, 25.712198685171657, 과체중
수예,  46,  181, 14.041085436952473, 저체중
수진,  56,  161, 21.60410477990818, 정상 체중
욱섭,  92,  199, 23.231736572308783, 정상 체중
은욱,  49,  183, 14.631670100630059, 저체중
철욱,  56,  198, 14.284256708499132, 저체중
섭경,  86,  195, 22.616699539776466, 정상 체중
채채,  75,  159, 29.666548000474666, 과체중
상건,  47,  175, 15.346938775510203, 저체중
상채,  86,  170, 29.757785467128027, 과체중
경채,  62,  172, 20.9572742022715, 정상 체중
경건,  53,  179, 16.541306451109516, 저체중
채민,  60,  161, 23.147255121330197, 정상 체중
수예,  48,  191, 13.157534058825142, 저체중
민진,  60,  192, 16.276041666666668, 저체중
욱욱,  89,  151, 39.03337572913468, 과체중
상욱,  70,  172, 23.66143861546782, 정상 체중
욱상,  99,  159, 39.15984336062656, 과체중
섭건,  80,  180, 24.691358024691358, 정상 체중
민채,  81,  165, 29.752066115702476, 과체중
건민,  88,  177, 28.088991030674453, 과체중
경섭,  51,  182, 15.396691220867044, 저체중
채철,  94,  182, 28.378215191402003, 과체중
섭민,  51,  158, 20.429418362441915, 정상 체중
진채,  60,  175, 19.591836734693878, 정상 체중
철예,  86,  161, 33.17773234057328, 과체중
민민,  56,  185, 16.362308254200148, 저체중
민진,  44,  168, 15.589569160997733, 저체중
민수,  85,  155, 35.37981269510926, 과체중
건진,  98,  199, 24.746849827024572, 정상 체중
예섭,  74,  190, 20.49861495844875, 정상 체중
은은,  76,  179, 23.719609250647608, 정상 체중
상욱,  58,  187, 16.586119134090193, 저체중
건민,  93,  167, 33.34648069131199, 과체중
채경,  76,  168, 26.92743764172336, 과체중
은채,  72,  163, 27.09925100681245, 과체중
예은,  43,  175, 14.040816326530612, 저체중
진민,  98,  152, 42.41689750692521, 과체중
경민,  66,  168, 23.3843537414966, 정상 체중
채진,  83,  188, 23.483476686283385, 정상 체중
민채,  47,  171, 16.073321705824014, 저체중
건진,  82,  191, 22.47745401715962, 정상 체중
섭섭,  81,  157, 32.86137368655929, 과체중
섭예,  70,  193, 18.792450804048432, 정상 체중
수상,  79,  174, 26.093275201479717, 과체중
수경,  52,  156, 21.36752136752137, 정상 체중
욱상,  47,  150, 20.88888888888889, 정상 체중
수철,  82,  181, 25.029760996306585, 과체중
민철,  51,  180, 15.74074074074074, 저체중
철건,  71,  158, 28.440954975164235, 과체중
철건,  54,  159, 21.35991456034176, 정상 체중
욱예,  86,  161, 33.17773234057328, 과체중
상채,  82,  167, 29.402273297715947, 과체중
경진,  64,  181, 19.53542321662953, 정상 체중
경채,  76,  198, 19.38577696153454, 정상 체중
예경,  40,  169, 14.005111865831028, 저체중
경수,  53,  166, 19.233560749020178, 정상 체중
은민,  71,  196, 18.481882548937943, 저체중
진상,  47,  194, 12.488043362737804, 저체중
철상,  74,  193, 19.86630513570834, 정상 체중
섭은,  58,  162, 22.100289590001523, 정상 체중
수섭,  53,  179, 16.541306451109516, 저체중
은예,  47,  192, 12.749565972222223, 저체중
예진,  75,  171, 25.64891761567662, 과체중
민예,  86,  155, 35.79604578563996, 과체중
진욱,  92,  177, 29.365763350250564, 과체중
민은,  90,  171, 30.778701138811943, 과체중
철경,  90,  181, 27.471688898385274, 과체중
예경,  76,  168, 26.92743764172336, 과체중
진상,  86,  162, 32.7693949093126, 과체중
철은,  41,  170, 14.186851211072664, 저체중
경건,  68,  189, 19.03642115282327, 정상 체중
진진,  69,  175, 22.53061224489796, 정상 체중
경경,  57,  175, 18.612244897959183, 정상 체중
민채,  58,  162, 22.100289590001523, 정상 체중
수진,  59,  158, 23.634033007530842, 정상 체중
상민,  47,  169, 16.45600644235146, 저체중
경채,  55,  191, 15.076341109070475, 저체중
채철,  59,  191, 16.172802280639235, 저체중
수철,  41,  161, 15.817290999575633, 저체중
진예,  70,  176, 22.598140495867767, 정상 체중
상은,  83,  188, 23.483476686283385, 정상 체중
채은,  54,  171, 18.467220683287163, 저체중
민예,  63,  195, 16.568047337278106, 저체중
은섭,  42,  162, 16.00365797896662, 저체중
욱수,  64,  198, 16.324864809713294, 저체중
예상,  53,  197, 13.656626040351465, 저체중
철욱,  45,  153, 19.223375624759708, 정상 체중
상욱,  47,  188, 13.297872340425531, 저체중
예은,  48,  162, 18.289894833104707, 저체중
채예,  62,  186, 17.921146953405017, 저체중
욱예,  87,  155, 36.21227887617066, 과체중
민수,  69,  196, 17.961266139108705, 저체중
욱수,  49,  169, 17.15626203564301, 저체중
진수,  98,  171, 33.51458568448412, 과체중
은섭,  95,  152, 41.118421052631575, 과체중
철채,  46,  192, 12.47829861111111, 저체중
철상,  54,  195, 14.201183431952662, 저체중
욱수,  82,  170, 28.37370242214533, 과체중
욱섭,  95,  157, 38.541117286705344, 과체중
철욱,  99,  189, 27.71478961955152, 과체중
은상,  53,  151, 23.244594535327398, 정상 체중
민채,  95,  179, 29.649511563309513, 과체중
은상,  90,  175, 29.387755102040813, 과체중
채진,  93,  187, 26.594984128799794, 과체중
섭예,  41,  157, 16.633534828999146, 저체중
건채,  70,  176, 22.598140495867767, 정상 체중
수진,  49,  197, 12.625937282589089, 저체중
욱채,  78,  181, 23.808797045267237, 정상 체중
은욱,  49,  150, 21.777777777777775, 정상 체중
수진,  49,  174, 16.184436517373495, 저체중
수섭,  87,  191, 23.84803048162057, 정상 체중
철예,  83,  186, 23.991212856977686, 정상 체중
수민,  63,  181, 19.23018222886969, 정상 체중
채섭,  51,  196, 13.275718450645563, 저체중
수상,  95,  182, 28.680111097693512, 과체중
철민,  65,  163, 24.464601603372348, 정상 체중
예건,  44,  172, 14.872904272579774, 저체중
섭진,  70,  181, 21.366869143188545, 정상 체중
경섭,  66,  161, 25.461980633463217, 과체중
욱철,  46,  152, 19.909972299168977, 정상 체중
은은,  47,  163, 17.68978885166924, 저체중
섭은,  41,  175, 13.387755102040817, 저체중
예채,  52,  163, 19.57168128269788, 정상 체중
건채,  57,  160, 22.265624999999996, 정상 체중
철경,  80,  160, 31.25, 과체중
건진,  89,  197, 22.932824860212836, 정상 체중
예철,  99,  182, 29.887694722859557, 과체중
섭예,  85,  187, 24.307243558580456, 정상 체중
욱채,  60,  151, 26.314635323012148, 과체중
은은,  64,  160, 25.0, 과체중
민상,  99,  179, 30.8979120501857, 과체중
예예,  81,  179, 25.28010985924285, 과체중
섭상,  63,  165, 23.140495867768596, 정상 체중
경수,  91,  170, 31.4878892733564, 과체중
건경,  85,  157, 34.484157572315304, 과체중
은채,  53,  193, 14.228569894493813, 저체중
상욱,  63,  183, 18.812147272238647, 정상 체중
예은,  92,  168, 32.59637188208617, 과체중
철은,  63,  190, 17.451523545706372, 저체중
채예,  55,  167, 19.721036967980204, 정상 체중
경섭,  86,  173, 28.734672057202044, 과체중
섭예,  97,  150, 43.11111111111111, 과체중
건은,  51,  166, 18.507766003774133, 정상 체중
채예,  56,  165, 20.56932966023875, 정상 체중
건민,  74,  164, 27.513384889946458, 과체중
경철,  52,  153, 22.21367849972233, 정상 체중
섭철,  98,  153, 41.8642402494767, 과체중
상민,  49,  150, 21.777777777777775, 정상 체중
욱경,  84,  184, 24.8109640831758, 정상 체중
수채,  61,  164, 22.67995240928019, 정상 체중
욱욱,  46,  150, 20.444444444444446, 정상 체중
진상,  58,  176, 18.72417355371901, 정상 체중
은욱,  60,  190, 16.620498614958446, 저체중
민수,  51,  156, 20.956607495069033, 정상 체중
진철,  91,  165, 33.42516069788797, 과체중
욱건,  42,  176, 13.558884297520661, 저체중
은채,  71,  178, 22.408786769347305, 정상 체중
진진,  42,  175, 13.714285714285714, 저체중
건건,  60,  179, 18.726007303142847, 정상 체중
진경,  85,  186, 24.569314371603657, 정상 체중
진예,  94,  160, 36.71875, 과체중
진건,  56,  154, 23.612750885478157, 정상 체중
건상,  69,  192, 18.717447916666668, 정상 체중
채채,  77,  199, 19.443953435519305, 정상 체중
경섭,  44,  196, 11.453561016243233, 저체중
상섭,  76,  156, 31.229454306377384, 과체중
상상,  44,  155, 18.314255983350677, 저체중
진채,  64,  154, 26.986001011975038, 과체중
민민,  62,  167, 22.230987127541322, 정상 체중
진건,  95,  155, 39.54214360041623, 과체중
건채,  47,  171, 16.073321705824014, 저체중
민건,  44,  198, 11.22334455667789, 저체중
상욱,  53,  166, 19.233560749020178, 정상 체중
진철,  47,  157, 19.067710657633167, 정상 체중
진민,  92,  184, 27.17391304347826, 과체중
섭수,  82,  193, 22.014013799028163, 정상 체중
진섭,  49,  166, 17.78197125852809, 저체중
상수,  42,  171, 14.363393864778907, 저체중
철섭,  93,  164, 34.577632361689474, 과체중
경경,  42,  151, 18.420244726108503, 저체중
진경,  90,  196, 23.427738442315704, 정상 체중
진섭,  92,  196, 23.94835485214494, 정상 체중
채수,  42,  173, 14.033211934912627, 저체중
건예,  70,  187, 20.0177299894192, 정상 체중
상진,  73,  152, 31.596260387811636, 과체중
철수,  53,  163, 19.948059768903608, 정상 체중
섭민,  64,  196, 16.65972511453561, 저체중
경채,  47,  167, 16.852522499910357, 저체중
경건,  83,  170, 28.719723183391004, 과체중
민진,  93,  193, 24.967113211092915, 정상 체중
은민,  95,  161, 36.64982060877281, 과체중
건상,  66,  188, 18.673607967406067, 정상 체중
예건,  43,  173, 14.367336028601022, 저체중
진욱,  60,  151, 26.314635323012148, 과체중
상섭,  53,  193, 14.228569894493813, 저체중
철건,  79,  178, 24.93372048983714, 정상 체중
욱철,  62,  156, 25.476660092044707, 과체중
철상,  76,  192, 20.616319444444446, 정상 체중
섭철,  44,  157, 17.85062274331616, 저체중
경예,  70,  152, 30.29778393351801, 과체중
섭섭,  49,  176, 15.818698347107437, 저체중
진철,  61,  161, 23.533042706685702, 정상 체중
건건,  60,  188, 16.976007243096422, 저체중
섭경,  92,  157, 37.32402937238833, 과체중
진진,  81,  196, 21.08496459808413, 정상 체중
수경,  60,  196, 15.618492294877134, 저체중
예건,  88,  175, 28.73469387755102, 과체중
채수,  76,  198, 19.38577696153454, 정상 체중
예경,  55,  179, 17.16550669454761, 저체중
은경,  68,  156, 27.94214332675871, 과체중
상진,  88,  178, 27.774270925388212, 과체중
은상,  69,  188, 19.522408329560886, 정상 체중
섭섭,  66,  178, 20.83070319404116, 정상 체중
섭예,  42,  183, 12.541431514825764, 저체중
은예,  63,  180, 19.444444444444443, 정상 체중
예채,  43,  182, 12.981523970534958, 저체중
경상,  74,  173, 24.725182932941294, 정상 체중
철예,  42,  151, 18.420244726108503, 저체중
수건,  59,  189, 16.51689482377313, 저체중
민상,  86,  175, 28.081632653061224, 과체중
상경,  91,  167, 32.62935207429452, 과체중
수섭,  73,  170, 25.259515570934255, 과체중
민섭,  69,  164, 25.654372397382513, 과체중
수철,  99,  170, 34.2560553633218, 과체중
채예,  46,  182, 13.887211689409492, 저체중
섭상,  46,  190, 12.742382271468143, 저체중
상상,  47,  186, 13.585385593710255, 저체중
욱상,  86,  178, 27.143037495265748, 과체중
경욱,  46,  186, 13.296334836397271, 저체중
섭채,  60,  178, 18.93700290367378, 정상 체중
섭경,  86,  174, 28.405337561104503, 과체중
수경,  54,  193, 14.49703347740879, 저체중
민진,  46,  156, 18.902038132807363, 정상 체중
진수,  96,  192, 26.041666666666664, 과체중
섭수,  79,  185, 23.08254200146092, 정상 체중
수섭,  61,  176, 19.692665289256198, 정상 체중
건예,  47,  167, 16.852522499910357, 저체중
상건,  74,  150, 32.88888888888889, 과체중
철경,  89,  154, 37.527407657277784, 과체중
욱철,  55,  186, 15.89779165221413, 저체중
수예,  62,  158, 24.835763499439192, 정상 체중
진상,  48,  183, 14.333064588372302, 저체중
예섭,  71,  176, 22.920971074380166, 정상 체중
섭철,  82,  192, 22.24392361111111, 정상 체중
진수,  66,  167, 23.66524436157625, 정상 체중
채채,  72,  167, 25.816630212628635, 과체중
민민,  72,  163, 27.09925100681245, 과체중
민민,  96,  167, 34.42217361683818, 과체중
은수,  66,  195, 17.357001972386588, 저체중
진민,  44,  181, 13.430603461432801, 저체중
상철,  50,  187, 14.298378563870857, 저체중
채진,  79,  183, 23.589835468362743, 정상 체중
건민,  77,  191, 21.106877552698666, 정상 체중
채상,  87,  182, 26.264943847361433, 과체중
상철,  42,  185, 12.27173119065011, 저체중
은욱,  99,  181, 30.218857788223804, 과체중
경예,  94,  181, 28.692652849424622, 과체중
철진,  51,  180, 15.74074074074074, 저체중
민민,  54,  168, 19.132653061224488, 정상 체중
욱진,  62,  180, 19.135802469135804, 정상 체중
욱은,  75,  150, 33.333333333333336, 과체중
진욱,  98,  151, 42.98057102758651, 과체중
은건,  41,  152, 17.74584487534626, 저체중
섭상,  79,  196, 20.564348188254893, 정상 체중
상철,  64,  181, 19.53542321662953, 정상 체중
경수,  83,  161, 32.02036958450677, 과체중
예섭,  73,  179, 22.783308885490467, 정상 체중
예상,  51,  164, 18.96192742415229, 정상 체중
예건,  83,  186, 23.991212856977686, 정상 체중
진은,  52,  191, 14.253995230393905, 저체중
욱민,  56,  196, 14.577259475218659, 저체중
건철,  48,  199, 12.12090603772632, 저체중
욱경,  63,  159, 24.91990032039872, 정상 체중
민수,  41,  199, 10.353273907224565, 저체중
철채,  80,  198, 20.40608101214162, 정상 체중
채진,  96,  188, 27.16161158895428, 과체중
수은,  91,  179, 28.40111107643332, 과체중
예채,  68,  152, 29.43213296398892, 과체중
수수,  95,  192, 25.770399305555554, 과체중
진수,  82,  194, 21.787650122223404, 정상 체중
경철,  58,  195, 15.253122945430638, 저체중
건진,  98,  175, 32.0, 과체중
경수,  79,  171, 27.016859888512705, 과체중
민욱,  50,  181, 15.262049387991821, 저체중
예예,  51,  161, 19.675166853130666, 정상 체중
은민,  81,  194, 21.521947071952386, 정상 체중
건철,  67,  161, 25.84776821881872, 과체중
욱채,  67,  158, 26.838647652619773, 과체중
진수,  51,  193, 13.691642728663856, 저체중
건은,  98,  172, 33.12601406165495, 과체중
